Code_Bv_Standardized;Sub-drainage;Water Color;DistanceMouth_km;ShannonDiv;SoilDiv;PebasLake;Main tributaries position;NorthSouthMain;Number of waterfalls;NetworkDensity;Area_km;Sea level 25m;Sea level 100m;CSup15;Elevation_min;Elevation_max;Elevation_range;Elevation_mean;Elevation_std;Elevation_basinSup1000m;Number of sampled sites;Species richness SDMs;Species richness (raw data);Endemic species richness;Characidae (SR);Loricariidae (SR);Cichlidae (SR);Callichthyidae (SR);Anostomidae (SR);Rivulidae (SR);Doradidae (SR);Heptapteridae (SR);Auchenipteridae (SR);Trichomycteridae (SR);Serrasalmidae (SR);Curimatidae (SR);Apteronotidae (SR);Pimelodidae (SR);Lebiasinidae (SR);CurrClimate_tempMin;CurrClimate_tempMax;CurrClimate_tempMean;CurrClimate_tempCV;CurrClimate_precMin;CurrClimate_precMax;CurrClimate_precAnn;CurrClimate_precCV;CurrClimate_aetMin;CurrClimate_aetMax;CurrClimate_aetAnn;CurrClimate_aetCV;CurrClimate_petMin;CurrClimate_petMax;CurrClimate_petAnn;CurrClimate_petCV;CurrClimate_ro_mean;CurrClimate_npp_mn;CurrClimate_npp_sd;CurrClimate_npp_cv;CurrClimate_SolRad_mn;CurrClimate_SolRad_cv;PastClimate_tempMin;PastClimate_tempMax;PastClimate_tempMean;PastClimate_precMin;PastClimate_precMax;PastClimate_precAnn
Grande;Grande;White;3919.437939;2.039531226;1.020161962;1;12;South;0;0.156753769;109318.0313;0;0;59.65547066;155;4987;4832;1591.230166;1287.289625;56.52609441;187;342;150;2;34;13;9;7;7;2;0;6;5;7;10;10;1;6;2;8.708753547;28.41918422;19.62268743;2.120451075;21.85021262;190.5216009;1018.536272;75.65690327;45.47177104;97.77579928;800.3860453;0.309115907;87.28980391;163.705333;1580.517103;0.20300857;259.4764514;1948.886977;890.4261026;45.68895545;14.17308151;0.479874867;5.338314461;24.19684149;15.74222677;33.90896945;191.193383;1144.113716
Guapore;Guapore;Clear;3239.432438;1.326829368;1.809560691;1;12;South;0;0.123053022;151316.02;0;0;1.44982375;126;997;871;266.0516064;130.4198986;0;436;761;587;10;112;58;57;26;23;4;27;14;22;11;28;34;16;24;7;14.22592383;32.69797144;24.11489989;1.02410974;12.32872538;265.4104826;1558.862201;67.98687338;54.8654563;152.7960186;1221.137574;0.358806675;119.4708343;178.5369999;1817.777287;0.133209794;434.9679835;1393.057554;297.1746544;21.33254678;14.42555966;0.515724393;9.839507529;27.44149235;19.68890156;24.43151919;255.6484364;1711.369916
Huallaga;Huallaga;White;4352.070946;0.778473608;0.585777827;1;23;South;0;0.137184623;89691.1798;0;0;75.75787142;111;5171;5060;1430.440257;1192.370314;51.92865663;163;385;217;9;52;40;14;4;4;2;3;5;6;5;9;11;3;8;5;12.86362528;27.75468165;20.72535351;0.527158494;66.40432531;191.2937351;1515.564823;34.97592537;85.32589134;118.1646376;1210.750917;0.115747034;115.6692597;151.9255265;1642.853473;0.087173525;313.0870724;3193.86244;1150.709793;36.02878377;14.67971115;0.277817632;8.89793782;23.8656828;16.98665092;70.07201889;228.1141283;1685.236757
Iriri;Iriri;Clear;690.100019;0.159812422;0.077809138;0;3;South;9;0.078700012;141745.6351;0;0;3.688952917;48;692;644;280.4537747;72.3536829;0;184;592;266;11;58;26;26;1;20;1;11;4;8;2;20;9;1;8;3;17.09666786;33.70519749;25.21481628;0.469236194;14.50850389;345.6464333;2144.028899;65.7133094;66.37295631;147.1267086;1353.222501;0.271597839;133.8060144;173.7236804;1833.51827;0.091055794;943.0406368;2474.359437;156.4195259;6.321616961;14.68894255;0.296509538;12.81780538;29.47521317;21.25110035;13.96644274;398.4854165;2457.204864
Isiboro;Isiboro;White;3919.437939;0.534469943;1.28453086;1;12;South;0;0.157896812;21045.35276;0;0;43.01670385;157;4519;4362;848.2880371;1066.191923;26.08511177;162;331;180;0;42;12;11;5;7;0;9;5;6;6;14;13;2;7;1;12.20299474;30.96231234;22.84882433;1.866695925;76.49826477;435.9877169;2717.623006;57.33398323;90.14533047;155.0694092;1484.437161;0.187709611;98.81454475;170.3917723;1671.632677;0.176440698;528.2045098;3335.281422;992.881078;29.76903452;14.27224185;0.237392374;8.796881092;26.91666667;19.10730994;127.0844704;451.0474334;3263.397986
Itonamas;Itonamas;White;3378.699291;1.883437609;1.461257711;1;12;South;0;0.086716761;125073.3126;0;0;5.824969654;130;3303;3173;369.6879216;298.6456244;5.036804926;146;596;345;11;58;31;39;12;9;5;17;8;13;11;24;20;1;15;7;14.25177459;33.3696996;24.51961625;1.958582035;17.69430262;177.5544079;1051.813931;62.07065669;47.3181316;108.4544373;874.5851535;0.332217426;102.7781323;184.3827019;1798.58146;0.19137906;189.3382824;1336.148899;463.5870157;34.69576003;14.22623083;0.913926428;10.47508086;28.67461421;20.43060922;27.92881069;177.6385792;1165.980768
Jamanxim;Jamanxim;Clear;1084.561848;0.230632932;0.184655038;0;7;South;0;0.130756957;58518.9895;0;2.1;7.914657866;29;732;703;259.0827881;78.91112716;0;53;693;172;2;38;21;16;0;16;0;8;3;6;3;4;6;2;5;1;17.58850847;34.16111361;25.75821788;0.467250693;26.3773448;358.0958377;2343.081025;61.23312394;72.84930871;151.4548739;1401.690667;0.24346541;132.0269118;173.2805786;1812.426323;0.092658444;1208.071687;2339.740395;63.72622618;2.723645166;14.69669845;0.16980025;13.31444871;29.94755183;21.81172956;24.88575921;483.3703585;2780.295215
Japura;Japura1;White;2264.121827;0.611625049;0.630040687;1;16;North;0;0.119813401;62544.45133;0;57;0;24;186;162;89.70405321;34.50656017;0;435;1003;532;3;74;44;40;10;16;2;38;12;16;15;23;25;24;29;9;20.60881341;31.01852823;25.74368598;0.376730981;189.7410746;350.192439;3248.141536;18.5133164;115.3212735;147.7281816;1618.446489;0.071915408;115.3212735;148.2147833;1620.561255;0.072753059;1936.82719;2828.748397;89.87346813;3.177146056;14.76958448;0.015554884;16.72057433;28.02779554;22.23590556;167.2986437;522.9548369;3291.774327
Jari;Jari;Clear;153.5975367;0.125558562;0.943488304;0;2;North;12;0.153614233;58205.86633;2;6.5;44.06794669;0;681;683;259.3439166;104.3747333;0;65;145;100;8;10;7;6;1;4;2;7;1;3;3;2;2;10;8;1;20.72648799;32.21228284;25.56516044;0.597785579;51.30914164;355.0401645;2266.311535;51.15297746;75.16889639;138.0599604;1358.597386;0.18809837;115.4846905;161.3668404;1621.377708;0.104818972;1022.605443;2683.990738;191.2914539;7.127127945;14.76660239;0.039777335;16.15460702;28.22037874;21.91800849;83.38745026;512.8827967;3062.931352
Jatapu;Jatapu;Clear;1264.887582;0.076104807;0.444691231;0;11;North;2;0.099730759;34492.78198;0;22.5;22.77347578;4;957;953;156.2931778;86.83443536;0;34;840;164;0;33;4;22;1;7;3;2;3;3;3;11;4;0;3;11;21.78945739;32.80348696;26.85169271;0.481315733;80.5836202;362.8442507;2178.356522;50.79999505;90.36439734;134.3217762;1400.04064;0.128331228;123.3135293;158.2147156;1668.709131;0.075006765;877.2467123;2180.861668;79.53029083;3.646737067;14.77128091;0.01497144;17.24517795;29.21578575;23.22450755;65.47100086;358.5185622;2216.64657
Javary;Javary1;White;3301.211917;0.060309397;0.457951758;1;21;South;0;0.139855858;109202.3395;0;5.3;0.098794671;61;568;507;151.636511;35.80347044;0;37;872;196;0;30;18;20;8;8;2;10;2;4;2;12;14;0;14;4;19.53793047;31.67787967;25.84450556;0.423521309;102.426559;276.3945134;2470.405717;28.66159971;118.3085595;152.0886886;1630.645846;0.094907953;119.3273366;159.2735532;1703.16809;0.085843772;1151.767488;2667.935713;140.7672553;5.276261142;14.72561628;0.106151645;15.47576112;28.34179163;22.19393054;142.4968517;341.8020123;2657.421551
Jiparana;Jiparana;White;2403.687674;1.146337654;1.130873315;0;12;South;11;0.164959324;74737.98291;0;7.1;1.100694275;43;625;582;214.1879567;95.23177118;0;372;906;564;3;109;51;39;19;20;2;28;14;17;15;27;34;10;33;6;15.50783666;32.89702387;24.34529632;0.53023908;9.281782305;323.8415916;1961.177758;69.08629316;58.38549151;156.8704984;1302.485029;0.319856763;123.9692718;169.2339641;1775.416793;0.106960099;1024.368781;1974.770576;303.177615;15.35254873;14.57123444;0.352238583;10.91784169;27.74132362;20.13206832;16.1519114;312.4701956;2112.724205
Jurua;Jurua1;White;2506.584655;0.160302725;0.582715456;1;18;South;0;0.16128947;188893.8248;0;15.4;0.193109425;37;664;627;204.9731768;81.21729351;0;321;1099;511;2;94;47;42;14;16;3;26;9;18;12;16;28;20;30;10;18.78122785;31.87521964;25.66325843;0.497572076;62.03305633;293.919937;2256.597127;44.30416132;96.97114806;150.5514489;1491.306275;0.162741479;120.6098976;160.4798485;1716.31585;0.08667152;1150.051179;2468.836315;184.6390094;7.478787;14.67776915;0.30157043;14.85668112;28.39649831;22.07408677;94.05065945;310.6979719;2400.826819
Juruena;Juruena1;Clear;1552.973572;1.127600274;0.523011879;0;7;South;20;0.147655723;132140.012;0;0;0.048711615;97;806;709;372.1290316;147.1829822;0;270;709;212;11;52;13;19;8;17;1;2;9;3;5;12;7;1;4;3;13.97073214;32.86922327;24.19526561;0.765159477;6.945821139;347.8236479;1997.297531;72.54586801;55.48866127;159.6126715;1310.412926;0.351418087;128.9041466;175.6143375;1826.260854;0.101364785;965.7681507;1693.50686;522.3571614;30.84470301;14.52056191;0.568993562;9.781500842;28.30186611;20.00607451;8.116503571;343.8504355;2197.320546
Jutai;Jutai;Black;2687.561959;0.147652982;0.495091668;1;19;South;0;0.176607407;78108.59227;0;29.9;0;42;237;195;122.8843499;34.81687484;0;112;976;197;0;14;8;21;1;5;1;24;4;7;3;3;18;16;16;3;19.91718125;31.40159445;25.66982321;0.342280087;103.5473264;317.5134961;2671.608236;32.94567742;115.4883688;146.9535406;1594.173917;0.087488256;117.0214302;155.6067857;1666.878268;0.081803756;2182.826793;2618.698143;131.3793836;5.016973184;14.73858309;0.105722916;15.73042862;28.32117043;22.17529672;127.2045946;347.6437522;2701.963722
Luna;Luna;White;1426.978522;0.383609311;0.542896024;0;12;South;0;0.148084113;45791.91404;11;100;0;5;74;69;44.55003722;13.92792632;0;103;1007;451;0;70;29;47;7;15;5;22;9;13;11;25;23;18;24;11;21.74147172;32.49679713;26.82915713;0.39210675;76.22248897;308.80083;2392.059349;40.89475741;103.7585655;136.2432956;1459.226639;0.087715649;119.2028735;151.4103623;1627.961625;0.077227885;1493.946123;2756.543423;154.6990658;5.612067075;14.74400874;0.070618591;17.24503938;28.63274018;23.12404174;123.3666062;394.2374763;2790.80678
Madera1;Madera1;White;1426.978522;0.716474391;0.693051346;0;12;South;0;0.136599676;9292.491115;29;100;0;4;57;53;33.76556474;12.95050437;0;345;953;466;0;71;35;50;6;14;2;31;10;12;14;18;19;27;32;6;21.64983029;32.75220622;26.96424181;0.398162462;82.50509128;278.4406935;2216.042932;39.61086139;103.35061;134.9452344;1437.306853;0.089368093;121.591964;153.0720117;1637.065774;0.080355177;1484.220176;2682.147611;145.6070069;5.428746959;14.74687731;0.049308294;17.21797753;28.97827715;23.29790262;104.5280899;398.3610487;2622.426966
Madera2;Madera2;White;1766.167501;0.26154449;1.162090329;0;12;South;1;0.176682997;31132.74421;2;90.4;0;14;248;234;70.13330969;21.88915228;0;76;946;344;0;46;22;36;2;10;3;23;6;16;10;12;20;16;28;7;20.01459709;32.886535;26.39950897;0.414360576;44.90692345;357.2450216;2568.217906;50.83711605;92.98477822;147.5444105;1460.254351;0.149747075;122.3021714;157.9963719;1685.130285;0.086174473;1854.195221;2905.173897;106.4576705;3.664416462;14.70607732;0.122162866;15.65344277;28.29300046;22.524601;69.3871409;390.5376197;3017.055632
Madera3;Madera3;White;2025.092286;0.472824835;0.758753217;0;12;South;0;0.147944341;19104.21496;0;100;0;26;101;75;62.56510532;13.84692288;0;90;915;425;1;75;30;41;11;14;3;26;7;14;7;21;27;9;33;8;19.74270352;33.24821809;26.36686811;0.445202675;36.31629932;343.3768219;2416.631488;54.09273907;84.87446676;149.6142019;1428.565811;0.183890951;122.1853893;160.1018486;1708.212496;0.08870524;1564.93644;2771.687832;181.3527512;6.543043886;14.69253671;0.104667425;15.39444896;28.16945703;22.35382744;57.5476496;332.9730379;2679.321493
Madera4;Madera4;White;2403.687674;0.781916797;1.320991469;1;12;South;8;0.157699267;28152.33366;0;24.5;0.97545343;43;829;786;142.2833084;61.77116935;0;403;923;604;0;99;50;48;13;22;3;32;16;24;20;24;29;21;39;8;18.75182854;33.10732014;25.96919065;0.576152398;22.67197242;298.9003297;1976.95042;59.89568345;68.99832134;153.66244;1339.300689;0.268023679;124.9145084;162.4500899;1736.490797;0.096569038;921.3039012;1951.364659;204.1559841;10.46221592;14.6154256;0.164623398;14.14861601;28.38531291;21.94050495;50.14301848;278.7676771;2098.73318
Madera5;Madera6;White;2884.422736;0.435839642;0.288114191;1;12;South;7;0.137632617;5261.38365;0;1.8;0;91;350;259;151.4186641;26.62999766;0;62;746;302;0;51;12;21;2;9;1;19;5;16;10;18;19;12;29;2;19.02717826;33.78147082;26.31218225;0.625876579;13.39632294;265.1565148;1650.2745;63.21310951;59.1960032;152.5870504;1259.242366;0.310825371;121.8983213;167.3069544;1756.351719;0.109544103;652.2723919;1707.405445;58.21667201;3.409657161;14.58962399;0.067795775;14.2852;28.6444;22.2412;36.36266667;241.7;1713.130667
Madre_Dios;Madre_Dios;White;2988.418281;0.520362063;1.558821963;1;12;South;0;0.175102904;128842.8549;0;0;29.61742629;104;5875;5771;841.601012;1162.160263;21.12600087;596;828;527;14;138;51;37;16;13;9;18;14;15;13;17;20;9;35;7;14.28101541;30.00972328;22.69296558;0.9838307;70.82530889;344.6421625;2338.033886;52.43296337;85.46218438;146.5544865;1399.504182;0.183160912;106.8870618;159.9803034;1645.676638;0.128704041;1663.036389;2827.193928;1068.805176;37.80445217;14.48900124;0.296595299;10.78632714;25.48188994;18.82989273;110.9576875;354.1419089;2733.250468
Mamore1;Mamore1;Clear;2988.418281;1.043419407;1.212010944;1;12;South;2;0.138891371;45674.35415;0;0;1.723652707;109;1081;972;176.8091264;70.81692416;0.025479146;189;772;473;3;82;38;48;10;15;3;30;12;19;12;21;29;20;29;9;18.14593544;34.18477189;26.1705464;0.727887164;15.58764228;260.7488132;1601.312151;63.737009;61.33037007;150.7555767;1255.821654;0.316975262;122.4889565;176.470737;1801.515992;0.128079093;573.1174521;1450.051695;320.9228323;22.13182008;14.52554778;0.255564763;13.72462903;28.71220743;22.04258834;29.56968028;239.3474071;1686.600887
Mamore2;Mamore2;White;3239.432438;1.528683598;0.500770615;1;12;South;0;0.094932715;63019.02636;0;0;0.540902844;128;592;464;168.4944854;32.9382699;0;211;630;384;5;63;33;35;17;17;4;18;10;13;12;20;23;7;20;6;16.32744273;33.47473749;25.65638889;1.46333714;41.24039005;300.4835267;1826.512649;58.08572405;80.13136557;157.1409985;1350.876099;0.251963714;110.1920019;177.4494632;1764.799482;0.160352879;622.1864916;1393.985002;580.1305683;41.61670086;14.38769064;0.387679367;12.5838396;28.84158306;21.72808267;67.5459181;290.3104955;2066.826995
Mantaro;Mantaro;White;5792.886108;1.447605295;1.289989154;1;24;South;0;0.134474356;34534.99091;0;0;92.42782355;467;5490;5023;3882.302206;789.4466958;99.23413993;30;18;14;0;6;1;1;0;0;0;0;0;0;1;0;1;0;0;0;-2.940821268;15.94684277;7.657031137;0.902525398;10.72165997;147.0330735;857.6680064;67.38230594;42.13212435;84.82724808;705.3156264;0.244322095;79.29683793;113.5273352;1174.575105;0.120940507;173.574384;1392.340346;703.3993556;50.5192109;14.5053153;0.219503354;-6.332989335;11.98226556;3.809800937;23.19027907;133.2642554;860.9020161
Maranon1;Maranon1;White;3995.873957;0.664686556;0.232997749;1;23;South;0;0.114596913;38396.10389;0;1.4;0;87;254;167;135.5835481;23.05388667;0;59;619;228;2;50;24;26;7;10;0;9;5;4;5;8;16;0;14;7;20.59333304;32.30483821;26.46324737;0.396101425;111.2092192;239.0603888;2190.203427;20.42542945;119.1210662;153.6450797;1647.71934;0.080529079;119.3471748;160.9135781;1728.095122;0.092916671;548.990679;1821.426939;186.8121592;10.25636303;14.74281498;0.05840401;16.18571385;29.38505416;22.99770963;107.8503422;248.8077006;2048.835025
Maranon2;Maranon3;White;4352.070946;0.330163921;0.903232434;1;23;South;0;0.153961523;35923.1031;0;0;24.70291712;110;2111;2001;371.2557073;351.7198537;8.786770229;64;383;272;2;55;40;17;17;6;3;8;8;11;10;4;10;6;17;2;19.87364961;31.26850199;25.40251804;0.437235784;150.311254;242.6252848;2373.766993;14.51768084;112.1324758;151.6995206;1628.364771;0.08948317;112.1860642;152.8913755;1646.661002;0.09229815;573.6509912;2680.058476;527.8593102;19.69581317;14.74785681;0.089938536;15.66841086;27.72309956;21.7505813;131.7947083;357.6410762;2587.585093
Maranon3;Maranon5;White;4664.067901;1.587672396;1.435208029;1;23;South;5;0.182475191;81150.10154;0;0;96.01948824;165;6247;6082;2345.680468;1218.631294;82.28126125;154;197;214;8;55;40;13;1;3;1;0;14;4;9;2;5;12;7;3;7.772593182;23.07216637;15.73798186;0.55573746;52.1554821;162.7210151;1215.802831;42.39170232;64.73073342;94.47922965;938.8777107;0.123743494;103.564079;135.9018966;1447.954746;0.086417968;187.5359981;2668.474963;1082.119128;40.55196855;14.6990684;0.298236638;3.677494322;18.88558538;11.85893484;57.03413424;216.2010316;1457.357786
Marmelos;Marmelos;White;2025.092286;0.529181717;1.026717;0;12;South;1;0.186072082;27455.25245;0;86;0;29;196;167;84.28327624;16.67913814;0;49;899;186;0;32;11;24;1;7;2;8;6;7;2;6;8;0;4;7;18.91484935;33.33455792;26.11803223;0.470648216;28.65330946;359.0629785;2391.929026;58.75080267;79.62845764;151.1613979;1403.931557;0.210097887;123.444122;162.4391516;1722.73302;0.092778168;1668.532946;2678.775039;348.4114803;13.00637326;14.67639087;0.121184773;14.60849041;28.08643401;22.07832951;40.02902929;351.7596726;2668.86151
Maues;Maues;Black;1272.960079;0.10623615;0.67612356;0;10;South;1;0.226510988;26328.62134;3;46.4;2.83915798;5;301;296;111.3404496;48.54480558;0;70;841;178;1;26;6;28;2;2;2;6;0;9;1;9;12;1;6;7;20.63985052;33.15834088;26.73032225;0.428692442;63.70832794;314.5623463;2253.579429;49.3260968;93.49229973;137.2670182;1403.652032;0.133038522;124.8282322;159.4579073;1688.459202;0.084923907;1492.663007;2462.368641;115.698493;4.698666602;14.74068814;0.071841536;16.09228695;29.45092838;23.02147052;72.01916094;346.082744;2503.835238
Napo1;Napo1;White;3785.014556;0.281887172;1.127968264;1;22;North;0;0.114715953;22577.87847;0;2.6;0;78;232;154;146.1610169;26.12593528;0;29;690;205;0;56;9;10;7;10;0;6;1;9;4;6;16;4;8;4;20.50012488;31.56597291;26.16170438;0.431768486;205.7348066;316.1791418;3093.119995;13.28434118;118.6129191;151.2658745;1684.302316;0.077253469;118.6129191;151.2658745;1684.678158;0.077344678;949.1547067;2577.003871;139.9251802;5.429762126;14.76587063;0.025559711;16.34224774;29.08386959;22.72618671;140.7730654;446.5382429;3038.981678
Napo2;Napo2;White;4117.1398;0.575954648;1.566304155;1;22;North;1;0.132895748;53025.31411;0;0;30.17796251;122;5665;5543;863.5110219;1097.916846;25.22306456;502;579;495;4;114;54;31;17;15;2;23;16;10;13;13;26;7;21;8;16.59505586;27.94820338;22.15182725;0.475300904;166.8633792;316.7044799;2872.591201;20.10947399;109.1120694;139.6923412;1522.602953;0.073025904;109.8487579;141.2252672;1546.825335;0.075561307;1128.094469;3068.513215;711.4645188;23.18596887;14.77279904;0.006204418;12.6491282;24.50340774;18.4973683;126.4903768;443.0552718;2956.213949
Negro1;Negro1;Black;1591.603509;0.394675711;1.217375073;0;13;North;3;0.144761686;91383.36763;4;84.2;1.503976075;7;392;385;69.014659;34.76263173;0;741;1079;786;5;105;51;78;28;27;8;48;16;35;20;35;36;28;37;17;21.9579563;32.58488962;27.01948332;0.378266304;101.9410489;330.3963236;2305.293363;40.08387797;111.1278132;135.3145868;1487.813469;0.057145399;123.7796509;153.6391032;1672.478743;0.064559339;1069.619881;2448.760528;160.4428106;6.552000849;14.76988238;0.020167248;17.71332625;29.89982576;23.60313857;82.99922115;355.7309622;2297.102807
Negro2;Negro2;Black;1919.153465;0.722264084;0.479803083;1;13;North;0;0.153539401;36699.80518;8;100;0;12;76;64;48.42793957;13.82655067;0;331;879;380;2;49;23;42;4;10;3;32;9;17;7;12;13;20;19;12;21.56174369;32.28495635;26.77396811;0.317012548;120.1326272;324.0763823;2414.905273;33.77038761;116.9772553;144.2603888;1571.976534;0.067399792;125.5612618;155.5618205;1706.414108;0.062215018;1368.331763;2588.890541;316.7464327;12.23483294;14.77282335;0.004771666;17.24954788;30.48707982;23.49521724;68.37869013;370.1866623;2273.580678
Negro3;Negro3;Black;2196.111868;0.269747644;1.2100566;1;13;North;4;0.123660152;135693.2674;0;72.1;4.59380933;21;2498;2477;111.3882295;149.7170873;0.683128649;438;903;602;13;110;43;71;19;18;8;27;17;24;13;22;25;7;13;17;21.04958209;31.53995982;26.19474387;0.38072556;172.9524649;347.5521487;2888.48107;22.6045022;119.2383493;148.518798;1638.620633;0.064631049;119.2383493;151.2379651;1657.344209;0.069262476;2241.798681;2845.522413;105.0268212;3.690950411;14.77218875;0.012583921;16.94734502;29.97424013;22.84911294;107.541795;446.786875;2750.459374
Negro4;Negro5;Black;2805.821472;0.125689664;0.537843784;1;13;North;17;0.130265841;126849.8958;0;11;5.302517649;69;2408;2339;190.9604753;179.4908152;0.579556682;354;605;463;3;93;36;43;7;21;1;19;11;23;8;22;19;1;11;12;20.36674368;32.34425061;26.03221098;0.443580751;165.1388515;403.1100372;3224.972095;27.96562222;126.9014131;158.1467185;1746.253913;0.06447714;126.9014131;164.1041975;1766.771884;0.06875921;2054.215763;2689.665767;190.5806432;7.085662672;14.76001786;0.044401953;16.21942881;31.50789516;22.85623259;73.33164251;527.6258466;3056.931875
Nhamunda;Nhamunda;Clear;859.3573909;0.476616969;0.9052677;0;9;North;0;0.170028621;28608.56844;12;53.2;16.18467681;1;375;374;106.3634353;68.3420675;0;87;813;212;0;28;16;33;0;4;1;8;5;9;2;18;9;1;7;11;22.39477599;33.1930675;27.112727;0.55416825;65.24148746;379.7242832;2234.987993;54.07786738;82.32688172;136.5856332;1369.416278;0.143046872;120.3810036;160.2262545;1645.429002;0.09051557;1282.470744;2148.368023;157.3950595;7.326261506;14.77166128;0.009954349;17.29291242;28.96251129;23.2758877;96.06274101;396.7615416;2499.694523
Orthon;Orthon;White;3116.085958;0.079778452;1.01221387;1;12;South;0;0.177107281;33575.78668;0;0;0;123;517;394;279.269802;76.14625321;0;182;730;351;2;84;30;36;12;11;0;18;14;15;8;13;20;4;17;3;16.56571322;32.53486335;25.15433171;0.990571646;35.35033071;268.7919631;1882.845751;54.63624111;78.73545489;154.500936;1366.007014;0.246530428;115.9204543;167.3834269;1730.296593;0.121467623;898.1857803;1904.590076;257.6466468;13.52766929;14.539411;0.109512803;13.00900286;27.52480851;21.20124819;59.87793862;282.1162946;2086.4495
Pachitea;Pachitea;White;5041.484948;0.356363242;0.777036479;1;24;South;1;0.143092798;28907.34515;0;0;60.60601291;150;4712;4562;1039.519236;989.0637482;39.48161157;210;258;204;1;75;33;18;5;4;4;1;3;2;5;3;7;2;6;2;14.22145001;29.56162252;22.25103593;0.514103739;65.88574176;284.5789259;2055.589416;45.35676195;92.93452225;145.3129936;1433.000291;0.172557132;118.9535507;161.7438879;1720.774339;0.098787902;607.0005795;3461.161469;652.9076262;18.86383031;14.60054795;0.132409515;10.53115083;25.5719497;18.54447619;86.74164946;301.3792689;2368.00491
Paru_Este;Paru_Este;Clear;228.9037942;0.079538337;0.459094047;0;4;North;2;0.143258357;39288.13819;2;6.9;39.52256662;0;809;811;313.6490095;122.6408673;0;4;244;7;0;1;1;2;0;0;0;0;0;0;1;0;0;0;0;0;20.68195399;32.38857093;25.58784031;0.632364138;43.16447769;347.8437418;2028.744499;55.25289206;67.55594938;136.828564;1312.386014;0.229057853;119.2325172;162.6580195;1643.424785;0.09993376;956.2212341;2571.727895;210.2117259;8.173948973;14.76803627;0.042398859;15.75586581;27.61922445;21.48342282;58.37336007;439.5527755;2574.692215
Pastaza;Pastaza;White;4462.536976;1.07565206;1.31805711;1;23;South;0;0.171483989;42270.26728;0;0;28.02432984;125;6074;5949;1090.959751;1348.39861;28.93761727;205;385;322;1;81;49;17;13;12;3;12;9;5;8;8;16;5;13;6;15.82321129;27.31430562;21.37333549;0.461283225;141.8030251;237.8916779;2286.394091;17.80916416;100.3779963;128.6724288;1423.259274;0.076976154;105.1679355;139.2075971;1521.162503;0.086582825;879.9593178;2544.435931;814.3668606;32.00579156;14.76453945;0.057956345;11.65500168;23.89303458;17.7374958;124.4864048;347.0112454;2437.48909
Purus1;Purus1;White;1839.863616;0.527865821;0.691886054;1;14;South;0;0.157560388;61568.50136;5;100;0;7;96;89;60.16737794;19.15656188;0;303;1023;582;2;98;40;49;13;20;3;39;11;20;18;26;26;25;28;13;20.68418858;32.55625414;26.39379557;0.358583062;60.98973984;330.07682;2407.569363;47.07247017;96.61228182;144.6361578;1456.124793;0.137944519;118.8650851;154.7124254;1663.602643;0.081321438;1276.340523;2791.007555;126.957013;4.548787864;14.71985998;0.148807527;16.21505288;28.17169858;22.5793706;98.4206245;330.5906135;2631.484329
Purus2;Purus2;White;2712.321399;0.35257951;0.61644384;1;14;South;0;0.160366762;26027.23504;0;94.5;0;38;142;104;82.28559802;13.668436;0;40;907;153;0;31;10;18;7;3;3;2;2;3;2;3;8;1;4;9;19.6010322;32.88799779;26.26389567;0.422700531;32.10836508;331.5246329;2291.236137;54.86692065;81.91765166;152.1191755;1420.11758;0.209927199;122.2114877;157.4486992;1710.6259;0.083307238;1128.823395;2431.12557;207.2616826;8.525338436;14.67974413;0.135667724;15.18200417;28.60740932;22.44770957;55.61123202;306.8258434;2395.3018
Purus3;Purus3;White;3074.207316;0.2283621;0.638971918;1;14;South;0;0.160906693;226665.8614;0;6;0.050850336;52;542;490;194.3378983;77.03124505;0;206;981;387;5;87;47;26;20;12;4;13;8;13;10;10;22;4;20;3;17.77012609;32.19264905;25.47416141;0.61318358;32.53887616;295.3603844;2044.828247;55.98399732;75.87926096;155.0600324;1405.874106;0.251648403;122.9148759;164.4925183;1759.278728;0.091749775;887.2597618;2015.848986;220.9030967;10.95831574;14.63055068;0.255560531;13.70942498;28.21006821;21.6337765;59.78457106;281.1621432;2136.365136
Putumayo;Putumayo;White;2907.733319;0.304087035;1.368588143;1;20;North;1;0.116929749;120578.8097;0;11.4;4.043202347;47;3946;3899;236.5404575;417.3083886;3.169947216;257;973;579;1;110;37;60;25;21;5;26;11;18;6;24;32;14;34;15;20.09729301;30.89348267;25.51287026;0.486678406;168.9746025;320.5259503;2931.932191;19.85412001;113.9897389;146.0091981;1616.49161;0.071468966;114.0062218;146.4751765;1624.486012;0.073002763;2094.161085;2819.275527;339.0678337;12.02677178;14.7685858;0.027758729;16.19799209;27.99959161;21.96939611;132.6519358;439.7934466;2971.376188
Roosevelt;Roosevelt;White;2110.402567;0.462756595;0.591655683;0;12;South;9;0.184456387;59329.29866;0;1.9;3.198482158;44;618;574;229.7896028;107.3158019;0;44;809;151;0;45;12;15;2;4;0;2;4;4;3;7;4;2;4;1;15.07810945;32.90689289;24.21519043;0.49333013;7.009695114;339.9125739;2022.023104;72.43697467;54.5672634;155.425933;1284.309365;0.337589465;125.6322235;169.1468866;1777.81266;0.102177323;1372.747695;2153.796475;249.2093078;11.57069903;14.58443338;0.309880626;10.64850959;27.95560366;20.09916839;8.567374344;319.9903954;2153.237438
