"x"
"Erythrocharax_altipinnis"
"Etsaputu_relictum"
"Farlowella_altocorpus"
"Farlowella_gianetii"
"Fonchiiloricaria_nanodon"
"Galeocharax_goeldii"
"Gelanoglanis_pan"
"Gelanoglanis_travieso"
"Geophagus_mirabilis"
"Geophagus_taeniopareius"
"Gladioglanis_anacanthus"
"Glanidium_ribeiroi"
"Grundulus_bogotensis"
"Grundulus_cochae"
"Guianacara_dacrya"
"Gymnocorymbus_flaviolimai"
"Gymnorhamphichthys_petiti"
"Gymnotus_chaviro"
"Gymnotus_eyra"
"Gymnotus_obscurus"
"Gymnotus_riberalta"
"Gymnotus_tigre"
"Gymnotus_tiquie"
"Gymnotus_varzea"
"Harttia_panara"
"Harttia_rondoni"
"Hasemania_nambiquara"
"Hassar_shewellkeimi"
"Heliotrygon_gomesi"
"Heliotrygon_rosai"
"Hemiancistrus_guahiborum"
"Hemiancistrus_landoni"
"Hemiancistrus_pankimpuju"
"Hemibrycon_beni"
"Hemibrycon_divisorensis"
"Hemibrycon_metae"
"Hemibrycon_surinamensis"
"Hemigrammus_aguaruna"
"Hemigrammus_changae"
"Hemigrammus_durbinae"
"Hemigrammus_geisleri"
"Hemigrammus_kuroobi"
"Hemigrammus_machadoi"
"Hemigrammus_micropterus"
"Hemigrammus_newboldi"
"Hemigrammus_rubrostriatus"
"Hemigrammus_silimoni"
"Hemigrammus_skolioplatus"
"Hemigrammus_yinyang"
"Hemiodus_bimaculatus"
"Hemiodus_iratapuru"
"Hemiodus_jatuarana"
"Hemiodus_langeanii"
"Henonemus_macrops"
"Hisonotus_acuen"
"Hisonotus_bockmanni"
"Hisonotus_chromodontus"
"Hisonotus_luteofrenatus"
"Hoplias_aimara"
"Hoplias_curupira"
"Hypancistrus_margaritatus"
"Hypancistrus_phantasma"
"Hyphessobrycon_amaronensis"
"Hyphessobrycon_cyanotaenia"
"Hyphessobrycon_delimai"
"Hyphessobrycon_dorsalis"
"Hyphessobrycon_ecuadoriensis"
"Hyphessobrycon_eos"
"Hyphessobrycon_ericae"
"Hyphessobrycon_eschwartzae"
"Hyphessobrycon_hexastichos"
"Hyphessobrycon_jackrobertsi"
"Hyphessobrycon_juruna"
"Hyphessobrycon_kayabi"
"Hyphessobrycon_khardinae"
"Hyphessobrycon_krenakore"
"Hyphessobrycon_lucenorum"
"Hyphessobrycon_margitae"
"Hyphessobrycon_melanostichos"
"Hyphessobrycon_montagi"
"Hyphessobrycon_myrmex"
"Hyphessobrycon_nigricinctus"
"Hyphessobrycon_notidanos"
"Hyphessobrycon_oritoensis"
"Hyphessobrycon_paepkei"
"Hyphessobrycon_pando"
"Hyphessobrycon_petricolus"
"Hyphessobrycon_peugeoti"
"Hyphessobrycon_pinnistriatus"
"Hyphessobrycon_piranga"
"Hyphessobrycon_platyodus"
"Hyphessobrycon_procyon"
"Hyphessobrycon_psittacus"
"Hyphessobrycon_scutulatus"
"Hyphessobrycon_sweglesi"
"Hyphessobrycon_taguae"
"Hyphessobrycon_takasei"
"Hyphessobrycon_taphorni"
"Hyphessobrycon_vanzolinii"
"Hyphessobrycon_wadai"
"Hyphessobrycon_wosiackii"
"Hypomasticus_lineomaculatus"
"Hypomasticus_megalepis"
"Hypoptopoma_bianale"
"Hypoptopoma_brevirostratum"
"Hypoptopoma_elongatum"
"Hypopygus_benoneae"
"Hypopygus_cryptogenes"
"Hypopygus_hoedemani"
"Hypopygus_minissimus"
"Hypopygus_nijsseni"
"Hypopygus_ortegai"
"Hypopygus_varii"
"Hypostomus_dardanelos"
"Hypostomus_faveolus"
"Hypostomus_kopeyaka"
"Hypostomus_kuarup"
"Hypostomus_macushi"
"Hypostomus_melanephelis"
"Hypostomus_taphorni"
"Hypostomus_weberi"
"Ituglanis_apteryx"
"Ituglanis_compactus"
"Jupiaba_citrina"
"Jupiaba_kurua"
"Jupiaba_minor"
"Jupiaba_paranatinga"
"Jupiaba_pinnata"
"Knodus_borki"
"Knodus_dorsomaculatus"
"Knodus_mizquae"
"Knodus_pasco"
"Knodus_shinahota"
"Knodus_tiquiensis"
"Krobia_xinguensis"
"Laemolyta_fasciata"
"Laetacara_fulvipinnis"
"Laimosemion_amanapira"
"Laimosemion_gili"
"Laimosemion_jauaperi"
"Laimosemion_kirovskyi"
"Laimosemion_leticia"
"Laimosemion_romeri"
"Laimosemion_staecki"
"Laimosemion_uakti"
"Laimosemion_uatuman"
"Laimosemion_ubim"
"Lebiasina_marilynae"
"Lebiasina_melanoguttata"
"Lebiasina_minuta"
"Lebiasina_yepezi"
"Lepidosiren_paradoxa"
"Leporinus_amazonicus"
"Leporinus_bimaculatus"
"Leporinus_bleheri"
"Leporinus_britskii"
"Leporinus_falcipinnis"
"Leporinus_guttatus"
"Leporinus_jatuncochi"
"Leporinus_microphysus"
"Leporinus_multimaculatus"
"Leporinus_pachyurus"
"Leporinus_parvulus"
"Leporinus_tigrinus"
"Leporinus_torrenticola"
"Leporinus_tristriatus"
"Leporinus_vanzoi"
"Leporinus_villasboasorum"
"Leporinus_y-ophorus"
"Lepthoplosternum_stellatum"
"Lepthoplosternum_ucamara"
"Leptodoras_cataniai"
"Leptodoras_marki"
"Leptodoras_oyakawai"
"Leptophilypnion_fittkaui"
"Leptophilypnion_pusillus"
"Leptorhamdia_schultzi"
"Leptotocinclus_ctenistus"
"Leptotocinclus_madeirae"
"Lithoxus_jariensis"
"Loraxichthys_lexa"
"Loricaria_birindellii"
"Loricaria_lundbergi"
"Loricaria_pumila"
"Loricaria_spinulifera"
"Loricariichthys_brunneus"
"Lycengraulis_figueiredoi"
"Maratecoara_gesmonei"
"Megalechis_picta"
"Melanocharacidium_nigrum"
"Melanorivulus_britzkei"
"Melanorivulus_canesi"
"Melanorivulus_kayabi"
"Melanorivulus_megaroni"
"Melanorivulus_rubroreticulatus"
"Melanosternarchus_amaru"
"Mesonauta_egregius"
"Metynnis_longipinnis"
"Metynnis_melanogrammus"
"Metynnis_polystictus"
"Microglanis_lundbergi"
"Microglanis_poecilus"
"Microphilypnus_acangaquara"
"Microphilypnus_hypolyrasimeion"
"Microphilypnus_tapajosensis"
"Microsternarchus_brevis"
"Miuroglanis_platycephalus"
"Moema_apurinan"
"Moema_beucheyi"
"Moema_hellneri"
"Moema_kenwoodi"
"Moema_manuensis"
"Moema_nudifrontata"
"Moema_peruensis"
"Moema_quiii"
"Moema_rubrocaudatus"
"Moema_wischmanni"
"Moenkhausia_abyss"
"Moenkhausia_atahualpiana"
"Moenkhausia_aurantia"
"Moenkhausia_bellasomniosa"
"Moenkhausia_beninei"
"Moenkhausia_bonita"
"Moenkhausia_britskii"
"Moenkhausia_browni"
"Moenkhausia_chlorophthalma"
"Moenkhausia_conspicua"
"Moenkhausia_cosmops"
"Moenkhausia_crisnejas"
"Moenkhausia_eurystaenia"
"Moenkhausia_icae"
"Moenkhausia_ischyognatha"
"Moenkhausia_lineomaculata"
"Moenkhausia_mikia"
"Moenkhausia_monicae"
"Moenkhausia_mutum"
"Moenkhausia_parecis"
"Moenkhausia_petymbuaba"
"Moenkhausia_pirauba"
"Moenkhausia_plumbea"
"Moenkhausia_rubra"
"Moenkhausia_sthenosthoma"
"Moenkhausia_tridentata"
"Moenkhausia_uirapuru"
"Monotocheirodon_drilos"
"Monotocheirodon_kontos"
"Myleus_pachyodus"
"Myloplus_lucienae"
"Myloplus_zorroi"
"Nannostomus_espei"
"Nannostomus_nitidus"
"Nannostomus_rubrocaudatus"
"Nannoxyropsis_acicula"
"Nannoxyropsis_ephippia"
"Nemadoras_cristinae"
"Nemuroglanis_furcatus"
"Neofundulus_guaporensis"
"Neofundulus_ornatipinnis"
"Neofundulus_splendidus"
"Odontostilbe_nareuda"
"Odontostilbe_parecis"
"Otocinclus_batmani"
"Otocinclus_cocama"
"Otocinclus_juruenae"
"Otocinclus_mangaba"
"Panaqolus_albivermis"
"Panaqolus_claustellifer"
"Panaqolus_nix"
"Panaqolus_tankei"
"Panaque_bathyphilus"
"Panaque_schaeferi"
"Panaque_titan"
"Papiliolebias_ashleyae"
"Papiliolebias_francescae"
"Papiliolebias_habluetzeli"
"Parancistrus_nudiventris"
"Parapristella_georgiae"
"Paratrygon_aiereba"
"Pareiodon_microps"
"Pariosternarchus_amazonensis"
"Parotocinclus_dani"
"Parotocinclus_halbothi"
"Parotocinclus_variola"
"Parotocinclus_yaka"
"Peckoltia_compta"
"Peckoltia_ephippiata"
"Peckoltia_feldbergae"
"Phallobrycon_adenacanthus"
"Phallobrycon_synarmacanthus"
"Phenacogaster_capitulatus"
"Phenacogaster_napoatilis"
"Phenacogaster_ojitatus"
"Phenacogaster_prolatus"
"Phreatobius_dracunculus"
"Phreatobius_sanguijuela"
"Phycocharax_rasbora"
"Physopyxis_ananas"
"Physopyxis_cristata"
"Pimelodella_bockmanni"
"Pimelodella_cyanostigma"
"Pimelodella_grisea"
"Pimelodella_humeralis"
"Pimelodella_nigrofasciata"
"Pimelodus_tetramerus"
"Pituna_xinguensis"
"Platydoras_birindellii"
"Platydoras_hancockii"
"Platysilurus_olallae"
"Platyurosternarchus_crypticus"
"Plectrochilus_wieneri"
"Plesiolebias_altamira"
"Plesiotrygon_iwamae"
"Plesiotrygon_nana"
"Poecilia_waiapi"
"Polycentrus_jundia"
"Poptella_longipinnis"
"Porotergus_duende"
"Potamoglanis_wapixana"
"Potamorrhaphis_labiatus"
"Potamotrygon_adamastor"
"Potamotrygon_albimaculata"
"Potamotrygon_amazona"
"Potamotrygon_constellata"
"Potamotrygon_falkneri"
"Potamotrygon_humerosa"
"Potamotrygon_jabuti"
"Potamotrygon_leopoldi"
"Potamotrygon_limai"
"Potamotrygon_motoro"
"Potamotrygon_orbignyi"
"Potamotrygon_schroederi"
"Potamotrygon_scobina"
"Potamotrygon_tatianae"
"Potamotrygon_tigrina"
"Potamotrygon_wallacei"
"Priocharax_nanus"
"Pristobrycon_aureus"
"Procerusternarchus_pixuna"
"Propimelodus_caesius"
"Psectrogaster_rhomboides"
"Pseudacanthicus_pirarara"
"Pseudancistrus_asurini"
"Pseudancistrus_kayabi"
"Pseudancistrus_orinoco"
"Pseudancistrus_pectegenitor"
"Pseudancistrus_sidereus"
"Pseudancistrus_zawadzkii"
"Pseudanos_varii"
"Pseudanos_winterbottomi"
"Pseudauchenipterus_nodosus"
"Pseudolithoxus_kinja"
"Pseudopimelodus_mangurus"
"Pseudoplatystoma_punctifer"
"Pterygoplichthys_weberi"
"Pygidianops_amphioxus"
"Pyrrhulina_lugubris"
"Pyrrhulina_marilynae"
"Pyrrhulina_melanostoma"
"Rhabdolichops_navalha"
"Rhabdolichops_nigrimans"
"Rhamdella_montana"
"Rhamdia_laukidi"
"Rhamphichthys_heleios"
"Rhamphichthys_lineatus"
"Rhinodoras_armbrusteri"
"Rhinopetitia_potamorhachia"
"Rhyacoglanis_epiblepsis"
"Rhyacoglanis_seminiger"
"Rhytiodus_elongatus"
"Rhytiodus_lauzannei"
"Rineloricaria_daraha"
"Rineloricaria_jurupari"
"Satanoperca_curupira"
"Schizodon_dissimilis"
"Scoloplax_baileyi"
"Scoloplax_baskini"
"Scorpiodoras_calderonensis"
"Scorpiodoras_liophysus"
"Serrasalmus_nigricans"
"Serrasalmus_odyssei"
"Spatuloricaria_tuira"
"Spectracanthicus_immaculatus"
"Spectracanthicus_zuanoni"
"Spectrolebias_bellidoi"
"Spectrolebias_brousseaui"
"Spectrolebias_filamentosus"
"Spectrolebias_pilleti"
"Spectrolebias_reticulatus"
"Spinipterus_acsi"
"Steatogenys_ocellatus"
"Steindachnerina_seriata"
"Stenolicmus_ix"
"Stenolicmus_sarmientoi"
"Sternarchella_calhamazon"
"Sternarchella_patriciae"
"Sternarchella_rex"
"Sternarchogiton_labiatus"
"Sternarchogiton_zuanoni"
"Sternarchorhynchus_axelrodi"
"Sternarchorhynchus_caboclo"
"Sternarchorhynchus_chaoi"
"Sternarchorhynchus_cramptoni"
"Sternarchorhynchus_curumim"
"Sternarchorhynchus_goeldii"
"Sternarchorhynchus_hagedornae"
"Sternarchorhynchus_higuchii"
"Sternarchorhynchus_inpai"
"Sternarchorhynchus_jaimei"
"Sternarchorhynchus_kokraimoro"
"Sternarchorhynchus_mareikeae"
"Sternarchorhynchus_montanus"
"Sternarchorhynchus_retzeri"
"Sternarchorhynchus_severii"
"Sternarchorhynchus_starksi"
"Sternarchorhynchus_taphorni"
"Sternarchorhynchus_villasboasi"
"Sternopygus_branco"
"Sturisoma_graffini"
"Symphysodon_tarzoo"
"Synaptolaemus_latofasciatus"
"Synbranchus_lampreia"
"Tarumania_walkerae"
"Tatia_brunnea"
"Tatia_caxiuanensis"
"Tatia_melanoleuca"
"Tatia_musaica"
"Tatia_nigra"
"Teleocichla_preta"
"Teleocichla_wajapi"
"Tetragonopterus_carvalhoi"
"Tetragonopterus_juruena"
"Tetragonopterus_kuluene"
"Tetragonopterus_manaos"
"Tetragonopterus_ommatus"
"Tetragonopterus_paucidens"
"Tetranematichthys_barthemi"
"Tetranematichthys_wallacei"
"Thayeria_tapajonica"
"Tometes_ancylorhynchus"
"Tometes_camunani"
"Tometes_kranponhah"
"Trachelyopterichthys_anduzei"
"Trachelyopterus_ceratophysus"
"Trachycorystes_menezesi"
"Trachydoras_gepharti"
"Trichomycterus_aguarague"
"Trichomycterus_anhanga"
"Trichomycterus_corduvensis"
"Trichomycterus_tiraquae"
"Tridens_melanops"
"Triportheus_auritus"
"Triportheus_brachipomus"
"Tympanopleura_atronasus"
"Tympanopleura_brevis"
"Tympanopleura_cryptica"
"Tympanopleura_longipinna"
"Tympanopleura_rondoni"
"Typhlobelus_auriculatus"
"Utiaritichthys_esguiceroi"
"Xenurobrycon_varii"
"Xyliphius_sofiae"
"Zungaropsis_multimaculatus"
